Researcher,Title,Institution,Year,Length,Per_annum_budget,Field,Keywords
??? ??????-???,????? ?????? ?????? ????? ????? ?????? ??????? ?????? ??????? ???? ??-?????,Volcani Centre,2020,4,38000,Plant Science,"ethylene; co2; guard cell; gas exchange; arabidopsis, stomatal conductance regulation, apoplastic fluid, hormonal profile"
???? ??????,?????? ??????? ??????????? ?? ?????? ????? ??? ?????? ?? ?????? Balanomorpha,Bar Ilan University,2010,4,218000,Ecology,"Cirripedia, phylogeny, Balanomorpha, morphological matrix"
???? ??????,?????? ??????: ????????? ?? ????? ??? (BALANOMORPHA),Bar Ilan University,2014,3,290000,Ecology,"Acorn barnacles, Sessilia, Balanomorpha, phylogentic analysis, trait analysis, Amplicon next-gen sequencing, time divergence."
???? ??????,?????? ????????? ??????? ???,Bar Ilan University,2006,4,202500,Ecology,"coral, light , Circadian clocks, cryptochromes, blue-light-sensing pigments"
???? ??????,"????????, ???????? ????????? ?? ????????? ?????? ?? ????? ???????",Bar Ilan University,2003,3,242000,Ecology, 
??? ??????,????? ???? ???? ?? ???????? ?? ???? ???? ?????: ??????? ???????? ????? ????? ????? ?????? ????? ?????,Shiba Medical Centre,2003,3,163000,Medicine - basic research, 
???? ?????,??????? ?? ????? ????? ?? ????? ?????? ?????? ?????? ?? ??????,Weizmann Institute,2002,4,0,Neurobiology, 
???? ?????,????? ????? ?? ?????? ?????? ?? ????? ?? ??? ??? ???? ?? ????? ??? ??????,Weizmann Institute,2006,4,324000,Neurobiology,"Tactile processing, object localization, electrophysiological recordings, whiskers, vibrissa, active touch, active sensation"
???? ?????,????? ??????? ??? ???????? ?? ????? ????? ??????? ?????: ????? ???? ???? ?? ???? ?????,Weizmann Institute,2014,5,370000,Neurobiology,"electrophysiology, cortex, Cortex, brainstem, thalamus, Whisker, vibrissa, active touch, active sensing, sensory coding, single unit, action-perception, object localiztion"
???? ?????,???????? ?? ????? ???? ???? ?????? ????? ??? ??????,Weizmann Institute,2010,3,234000,Neurobiology,"sensorimotor, object localization, whiskers, vibrissa, active touch, active sensing, Somatosensory, tactile, closed loop, object location, whisking, neural coding."
???? ?????,????????? ?? ?????? ?????-???? ?????? ????? ???????,Weizmann Institute,2020,5,280000,Neurobiology,"Tactile processing, whiskers, sensory coding, vibrissal touch"
????? ????,?? ????? ?????????-PIP2 ?? ????? ????? SK4 : ???? ????? ????? ????? ?????? ?? ????? SK4 ???????  ?????? ???? ???,Tel Aviv University,2021,4,300000,Molecular Medicine & Human Physiology,"atrial fibrillation, potassium channels, SK4 channels, cardiac arrhythmias"
????? ????,??????????? ??? ????????? ?PIP2 ?????? ????? Kv7,Tel Aviv University,2017,4,330000,Signal Transduction,"ion channels, calmodulin, potassium channels, LQT syndrome, Kv7, KCNQ, PIP2, epileptic encephalopathy"
????? ????,?????? ?????? ?? ????? ????? ?????? ???? SK4 ???????? ?? ?????? ???? ??? ?''? ??? ??? ??????? ???????? ??????????????,Tel Aviv University,2013,4,300000,Medicine - Blood & Respiratory Systems,"cardiac pacemaker, cardiac channels, stem cell-derived cardiomyocytes, SK4 channels, cardiac Ca2+ handling"
????? ????,???? ?????????? ?? ?? ?????? Kv7.1 ???? ???????? ???? ?????? IKS: ?????? ????? ?????? ??????? ??????? ??????? ?????? ?? ?????,Tel Aviv University,2009,4,253000,Biochemistry,"ion channels, potassium channel, gating, calmodulin, channelopathies, protein assembly, 
FRET, Kv7, KCNQ, PIP2, long QT syndrome"
????? ????,???????? ?? ????? ????? ???? M: ????? ???????????? ????????? ??????? ????????????,Tel Aviv University,2005,4,229000,Physiology,"plasticity, phosphorylation, epilepsy, trafficking, presynaptic, Transmitter release, KCNQ, M-current, K+ channels, openers"
?????? ???????,"??????? ????????? ?? ???????? ????? ?? ???? GIRK ?""? ?? ?????? Galpha, Gbetagamma ???????? ?- Galphabetagamma",Tel Aviv University,2009 ???????,,136000,Neurobiology,"G proteins, G protein activated K+ channel (GIRK, Kir3), interactions between G proteins and GIRK, modulation of ion channles."
???? ????,????? ?????? ?? ??????? ??-?????? KDM4D ?????? ????? ????? DNA,Technion,2011,4,175500,Molecular Biology,"phosphorylation, DNA damage response, DNA Damage response, ubiquitination , sumoylation, frap, post-translational modifications, mass-spectrometry, flip, JmjC-domain, Histone demethylation, KDM4D (Jmjd2d) histone demethylase, Chromatin dynamic, Interventional microscopy, Sister chromatid exchanges."
???? ????,"????? ?????? ???? ?? ??????? ?-RNase P ?????? ????? ????? ??""?",Technion,2015,4,200000,Molecular Biology,"PARP1, RNase P, DNA damage repair, ATM, PAR-CLIP"
???? ????,?????? ????????? ????? ?????? RBM6 ???? ?? ????? ????? ?????? ???-??????? ?????? ??? ?????? ???????. ,Technion,2019,5,295000,Molecular Biology,"cancer, RNA-seq, Homologous recombination, double-strand break repair, rbm6, fe65, interactome and apex2"
???? ????,?????? ????????? ????? ?????? RBM6 ???? ?? ????? ????? ?????? ???-??????? ?????? ??? ?????? ???????. ,Technion,2019,5,38000,Molecular Biology,"cancer, RNA-seq, Homologous recombination, double-strand break repair, rbm6, fe65, interactome and apex2"
????? ???????,???? ??? ??????????? ????? ??????????? ???? ????? ??????? ???????? ??????? ???????? ?????? ??????? ?? ??? ????,Haifa University,2010,4,160000,Medicine - Neurological & Psychiatry,"dopamine, neuropathic pain, Analgesia, polymorphisms, pharmacogenetic study"
????? ???????,"???? ????? ??????? ????? ??""? ??????? ?? ???????",Tel Aviv University,2012,4,220000,Bioinformatics & Computational & systems Biology,"RNA editing, deep sequencing, micro-RNAs, expression regulation, Alu repeats"
????? ???????,???? ??????? ??? ????? RNA ????????? ??????,Tel Aviv University,2018,5,290000,Bioinformatics & Computational & systems Biology,"RNA editing, Epigenetics, recoding, RNA modifications"
??? ?????,"???? ?????? ?? ??""? ??-????? ?????? ???? ?????? ?????? ?? ????? ?- CGG ??????? X ????",Shaare Zedek Medical Center,2015,3,250000,Molecular Biology,"fragile X syndrome, fmr1, human embryonic stem cells, trinucleotide repeat expansions, G-Quadruplex, repeat somatic instability, single strand DNA slip-outs, R-loop, sister chromatid exchnage"
??? ?????,????? ??????? ??????? ????? ?????????? ???????? ???????? ?????? ????????? ?? ??? FMR1 ??????? X ????,Shaare Zedek Medical Center,2019,4,250000,Medicine - Genetics,"Chromatin, DNA methylation, fragile X syndrome, fmr1, epigenetic gene silencing"
??? ?????,????? ??????? ??????? ????? ?????????? ???????? ???????? ?????? ????????? ?? ??? FMR1 ??????? X ????,Shaare Zedek Medical Center,2019,4,38000,Medicine - Genetics,"Chromatin, DNA methylation, fragile X syndrome, fmr1, epigenetic gene silencing"
??? ?????,"????? ??????? ?? ??????? ??""? ????? ???????? ???????? ???? 1",Shaare Zedek Medical Center,2012,3,193500,Molecular Biology,"DNA methylation, human embryonic stem cells, myotonic dystrophy type 1, tri-nucleotide expansions, CpG islands, human germ cells and preimplantation embryos"
???? ?????,????? ????????? ?? ??? ????? ??????,Ruppin Academic Centre,2021,4,270000,Ecology,"LH, FSH, sex determination, Next Generation DNA Sequencing, DNA fingerprinting, ELISA, Chelonia mydas, breeding stocks"
??? ???????,"???????? ?? ?????? ??? T ?????? ?????? ????-???????: ????? ?? ??????? ?????, ?????? ??????? ???????",Weizmann Institute,2010,4,273000,Immunology,"TCR affinity, Activation Induced Cytidine Deaminase (AID), Adoptive cell transfer, B16 melanoma, CTL, T cell tolerance"
??? ???????,????????? ?? ?????? ??? ??: ???? ????-?????? ???????????? ?? ????,Weizmann Institute,2014,5,370000,Immunology,"metastasis, melanoma, immunotherapy, TCR affinity, Activation Induced Cytidine Deaminase (AID), Cytotoxic T lymphocytes (CTL)"
??? ???????,????? ??????? ????? ????????? ?''? ????????? ????? ??????,Weizmann Institute,2005,4,251000,Immunology,"colon cancer, IFITM genes, protein-protein interaction."
????? ???????,????? ????????? CheY ????????? ?? ???????,Weizmann Institute,2003,3,202000,Microbiology, 
????? ???????,?????? ?????? ?? ???? ?? ????? ??????,Weizmann Institute,2006,4,315000,Microbiology,"bacterial chemotaxis, bacterial chemotaxis, bacterial flagellar switch, bacterial flagellar motor"
????? ???????,??????? ????? ????? ????????? ?? ??????? ????,Weizmann Institute,2014,4,240000,Microbiology,"bacterial chemotaxis, Escherichia coli chemotaxis, bacterial chemotaxis"
????? ???????,????????? ??? ?????? ????????: ?????? ???????? ?????????,Weizmann Institute,2010,4,312000,Microbiology,"bacterial chemotaxis, bacterial chemotaxis"
?'?? ??????,??????????? ??????? - ?????????? ???? ????? ?? ??????? ?????????????,Ben Gurion University,2011,4,234000,Microbiology,"archaea, halophiles, n-glycosylation, Haloferax volcanii, S-layer glycoprotein, surface-layer glycoprotein, prokaryotic protein glycosylation"
?'?? ??????,??????????? ?? ??????? ???????: ?????????? ???? ?????? ?????? ???????,Ben Gurion University,2007,4,189000,Microbiology,"archaea, halophiles, n-glycosylation, glycoproteins, sequon, post-translational modification, oligosaccharide transferase"
?'?? ??????,????? ???????? ?? ????? ??????? ???????,Ben Gurion University,2003,4,207000,Biochemistry, 
?'?? ??????,"????? ??????????? ???? N ?-Halobacterium salinarum  ????? ?? ??????, ??????, ??? ??????? ??????",Ben Gurion University,2020,4,250000,Microbiology,"archaea, halophiles, n-glycosylation, glycosyltransferase, oligosaccharyltransferase, protein glycosylation"
?'?? ??????,?????? ???????? ?? ?????? ???????????? ???? N ??????? ????????,Ben Gurion University,2016,3,217000,Microbiology,"archaea, halophiles, n-glycosylation, post-translational modifications, Haloferax volcanii, Halobacterium salinarum"
??? ???? ,?????? ?? ?????? ????????????? ?? ????? ??????,Hebrew University,2018,5,280000,Medicinal Chemistry & Theranostics,"pregnancy, placenta, epilepsy, antiepileptic drugs, lamotrigine, in utero exposure, anticonvulsants, valproic acid, carbamazepine, levetiracetam, teratogenicity, uptake transporters, uptake carriers"
??? ???? ,?????? ?? ?????? ????????????? ?? ????? ??????,Hebrew University,2018,5,38000,Medicinal Chemistry & Theranostics,"pregnancy, placenta, epilepsy, antiepileptic drugs, lamotrigine, in utero exposure, anticonvulsants, valproic acid, carbamazepine, levetiracetam, teratogenicity, uptake transporters, uptake carriers"
??? ???? ,?????? ????? ?? ????? ???-????? ???????: ????????? ?? ????? ?????,Hebrew University,2013,4,222000,Medicine - Metabolic and Endocrine Systems,"pregnancy, placenta, folate, thyroid hormones, antiepileptic drugs, lamotrigine, in utero exposure, P-gp, drug uptake transporters, drug efflux transporters, reduced folate carrier, breast cancer resistance protein, BCRP, ABCG2, organic anion transporting polypeptides, P-glycoprotein, valproic acid, carbamazepine, multidrug resistance proteins, MDR1, levetiracetam."
???? ???,???? ??????? ???? ??? ????-???? ?????? ?????? ?????? ?? ?????? ?????? ?????????? ????? ?????? ?????? ???????,Ben Gurion University,2002,4,0,Ecology, 
???? ???,?????? ???? ?? ???? ???????? ??????,Volcani Centre,2004,4,189000,Botany,"Chlorophyllase, Chlorophyll, Catabolism, Breakdown, Fruit Color break"
???? ???,???? ?????? ?????-?????? ?????? ???? ??? ????? ????? ????? ?? ????? ???????,Ben Gurion University,2009,3,117000,Ecology,"food-web, intra-guild predation, Trophic interactions, community structure, reticulated community, hot deserts"
???? ???,????? ????? ??? ??????? ?? ????? ?????? ?????????????? MVA ??????,Volcani Centre,2008,4,140000,Plant Science,"chloroplast, terpenoids, Metabolic engineering, Biosynthesis, Flux, isoprenoids, pathway, MVA, MEP, compartmentalization, peroxisome, cytosol"
???? ????,????? ???????? ????? ???????? ????? ???? ?????,Tel Aviv University,2002,4,0,Zoology, 
???? ????,?????? ????? ?????? ???? ?? ???? ??????: ????? ????? ?????? ????????? ?????????,Tel Aviv University,2012,4,291000,Animal Science,"Central pattern generator, carbon dioxide, Oxygen, locust, Oxygen, respiration, Grasshopper, Ventilation, Discontinuous Gas exchange Cycle, Spiracles, Tracheal system"
???? ????,???? ????? ????? ???????? ????? ??? ???? Theonella swinhoei,Tel Aviv University,2014,4,285000,Ecology,"biomineralization, symbiosis, metagenomics, biomonitoring, Arsenic, Next Generation Sequencing, sponges, deep sequencing, Porifera, Bioremediation, Lithistid, HMA, High microbial abundance, Underwater micro-electrodes array"
???? ????,"???? ??? ?????? ????? ???????: ??????, ????? ?????? ????? ???",Tel Aviv University,2006,4,315000,Ecology,"secondary metabolites, Marine microbiology, natural products, chemical ecology, chemical profiling, Sponge-associated microorganisms, marine mycology, fungal diversity, polyketide synthase, non-ribosomal peptide synthethase"
????? ?????,??????? ???? ??????? ?????? ??????,Bar Ilan University,2019,4,260000,Ecology,"sexual network, sexual selection, alternative mating tactics, social behavior"
?? ????,????? ???- transitional B ?????? ??????? ?????? ??????? ?????? ?-DNA,Hadassah Hospital,2005,4,295000,Immunology,"Autoimmune Disease, Lupus, Autoantibodies, Anti-DNA, Transitional B cells, Receptor editing, Immunological self-tolerance"
?? ????,?????? ?????????? ?????????? ?? ????? ???? ???????? ?????? ?-DNA ??? ???????? ?????? ????? ?????,Hadassah Hospital,2010,4,195000,Immunology,"Anti-DNA, Receptor editing, autoimmune diseases, Lupus nephritis, B-cell tolerance, NZB/NZW mice, Allelic inclusion"
?? ??????,????? ?????? ??????? ?? PICOT ?????? ????? ??? T ?????? ????? ???? ,Ben Gurion University,2011,3,156000,Immunology,"Leukemia, Protein kinase C (PKC), cell growth regulation, hodgkin's lymphoma, lymphocyte activation, 


"
?? ??????,?????  PKC-TETA ?????? ?????? ?? ??? T ?????? ???????,Ben Gurion University,2003,4,290000,Immunology, 
?? ??????,???? ?????? ??????? PKC? ?-T ?????????? ??????? ?????? Pin1,Ben Gurion University,2017,3,290000,Immunology,"phosphorylation, signal transduction, T cell activation, Protein kinase C theta, peptidyl-prolyl cis-trans isomerase, Pin1"
???? ????????,????? ??? ???? ?? ??????? ??-????????? ?? ?????? ??????? ???????????? ????? ????? ?? ???? ??????? ????????????? (ESC) ?? ???? ????????????? ?????? (iPSC),Technion,2010,4,234000,Medicine - Blood & Respiratory Systems,"Human pluripotent stem cells, human embryonic stem cells, differentation, blood vessel engineering, endothelial to mesenchymal transdifferentiation/transition (EnMT), vascular endothelial cells, endocardial endothelial cells, regenerative medicine."
??? ????????,???????? ?????? ?? ????,Weizmann Institute,2016,4,326000,Bioinformatics & Computational & systems Biology,"genomics, systems biology, single molecule imaging, single cell RNA-seq, Design Principles, Liver Zonation"
??? ????????,????? ????? ?? ?????? ??? ????? ????,Weizmann Institute,2021,5,270000,Cell Biology,"proteomics, systems biology, intestine, mRNA localization, spatial transcriptomics"
???? ????,??? ?????? ?????? ???? ?????-????????? ?? ?????? ????-???? ?????? ??????? ?????? ??????? ???????,Jerusalem Mental Health Centre,2019,5,300000,Medicine - Neurological & Psychiatry,"neural mechanisms, Subthalamic nucleus, biomarker, Basal Ganglia, obsessive-compulsive disorder, deep brain stimulation, neurophysiology"
???? ????,????? ?????? ??????? ???????-???????????? ?????? ???? ????,Hadassah Hospital,2012,5,213000,Medicine - Neurological & Psychiatry,"electrophysiology, OCD, Parkinson's disease, Subthalamic nucleus, deep brain stimulation, obsessive compulsive disorder, DBS, STN"
???? ??????,???? ????? ?????: ????? ?????????? ???????,Hebrew University,2010,3,226000,Plant Science,"Infrared, Spectroscopy, cellulose, Raman, structure, x-ray diffraction, sem, electron microscopy, light microscopy, IR, Seed dispersal, humidity, plant bio-mechanics, bio-materials, WAXS, hygroscopic movement, awns"
???? ??????,??????? ???????? ?????? ??????? ???? ??????,Hebrew University,2014,3,220000,Plant Science,"plant physiology, electron microscopy, bio-mineralization, plant silicification, bio-silicification"
??????? ????,???????? ?????? ?? ?????? ?????? ?????? ???? ?????,Tel Aviv University,2015,4,250000,Bioinformatics & Computational & systems Biology,"swarming, Pseudomonas aeruginosa, quorum sensing, biofilm, systems biology, directed evolution, Microbial Evolution, social evolution, quorum quenching, quorum sensing inhibition"
??????? ????,??? ?????? ????? ????? ?? ????????? ?????????? ??????? ????? ?????? ???? ?????? ????,Tel Aviv University,2010 ???????,,156000,Microbiology,"microscopy, Biofilms, systems biology, optogenetics, pattern formation, confocal microscopy"
??????? ????,?????? ??? ?????? ???? ?????????? ????? ???? ??????? ?????? ?? ???????? ??????? ????????,Tel Aviv University,2021,5,270000,Microbiology,"bacteria, Evolution, Biofilms, quorum sensing, DNA damage response, Phage, systems biology, bacillus subtilis, mobile genetic elements, integrative and conjugative elements"
